Name,Mid1,Mid2,EndSem,Attendance,FinancialCondition,MaritalStatus,FatherQualification,MotherQualification,MotherJobRole,FatherJobRole,Stream,CourseName,Dropout_Risk,RiskLevel
Prisha Nair,85,40,84,43,Medium,Married,Graduate,Graduate,Unemployed,Business,IT,B.Tech,0.55,Medium
Aarav Bose,44,59,62,46,Low,Single,Primary,Graduate,Laborer,Teacher,Electrical,B.Sc,0.8,High
Meera Rao,27,47,36,79,High,Married,Secondary,Primary,Manager,Business,ECE,B.Sc,0.45,Medium
Pari Singh,21,98,24,89,Medium,Single,Graduate,Primary,Farmer,Business,Civil,MBA,0.35,Low
Reyansh Yadav,63,38,39,64,Medium,Married,Graduate,Secondary,Teacher,Farmer,Mechanical,M.Tech,0.5,Medium
Siddharth Sharma,91,45,81,33,Low,Married,Primary,Graduate,Clerk,Laborer,ECE,B.Sc,0.65,Medium
Karan Singh,83,75,49,57,Medium,Single,Primary,Postgraduate,Laborer,Business,ECE,MBA,0.35,Low
Aarav Nair,49,79,37,58,Medium,Single,Primary,Secondary,Farmer,Clerk,CSE,B.Sc,0.5,Medium
Rakesh Singh,49,80,26,30,High,Married,Primary,Primary,Unemployed,Engineer,ECE,M.Tech,0.6000000000000001,Medium
Neha Reddy,77,21,54,55,Low,Single,Primary,No formal education,Engineer,Clerk,Mechanical,BA,0.6000000000000001,Medium
Shreya Menon,30,36,66,92,High,Single,Secondary,Graduate,Manager,Clerk,CSE,MBA,0.25,Low
Ishaan Bose,87,100,67,44,Medium,Married,Postgraduate,Graduate,Laborer,Unemployed,Mechanical,B.Com,0.55,Medium
Saanvi Kumar,65,59,58,48,Low,Married,Graduate,Postgraduate,Manager,Clerk,Electrical,M.Tech,0.65,Medium
Rakesh Agarwal,40,75,57,33,Medium,Single,Primary,Graduate,Laborer,Clerk,Electrical,MBA,0.7000000000000001,High
Krishna Kumar,66,98,46,63,High,Single,Postgraduate,Postgraduate,Unemployed,Clerk,ECE,MBA,0.25,Low
Sai Chopra,78,98,97,89,High,Single,Primary,No formal education,Unemployed,Business,ECE,B.Sc,0.1,Low
Karan Yadav,32,96,85,77,High,Married,Secondary,Secondary,Unemployed,Farmer,ECE,B.Com,0.1,Low
Priya Chopra,21,70,75,85,High,Married,No formal education,Graduate,Clerk,Manager,Mechanical,BA,0.25,Low
Shreya Sharma,73,80,31,68,High,Married,Primary,Primary,Farmer,Business,Biotech,B.Tech,0.1,Low
Amit Gupta,49,87,62,53,Medium,Single,Graduate,Graduate,Teacher,Teacher,CSE,B.Com,0.35,Low
Vivaan Nair,65,92,71,60,High,Married,Secondary,Primary,Clerk,Laborer,Electrical,MBA,0.25,Low
Riya Singh,52,98,63,66,Low,Single,Postgraduate,Postgraduate,Business,Business,IT,M.Tech,0.3,Low
Siddharth Mishra,56,73,66,85,High,Married,Primary,No formal education,Unemployed,Manager,Electrical,BA,0.1,Low
Saanvi Kapoor,47,24,26,49,High,Single,No formal education,Primary,Clerk,Manager,Civil,M.Tech,0.8,High
Riya Chopra,68,48,41,74,High,Married,Graduate,Primary,Teacher,Teacher,Biotech,B.Sc,0.25,Low
Vihaan Mehta,56,84,77,64,High,Single,Postgraduate,No formal education,Laborer,Laborer,CSE,B.Tech,0.25,Low
Ishaan Mehta,94,35,24,31,Medium,Married,Graduate,No formal education,Clerk,Manager,IT,M.Tech,0.7000000000000001,High
Suresh Rao,39,72,59,68,Medium,Single,Graduate,Postgraduate,Business,Business,Biotech,B.Com,0.35,Low
Manish Sharma,31,81,75,37,High,Single,Postgraduate,Primary,Farmer,Manager,Civil,B.Com,0.45,Medium
Ishaan Reddy,66,91,33,31,Medium,Married,Graduate,Primary,Laborer,Engineer,Civil,MBA,0.55,Medium
Shreya Verma,58,52,83,57,High,Single,Postgraduate,Graduate,Business,Unemployed,ECE,MBA,0.25,Low
Vikas Das,93,23,62,79,Medium,Married,No formal education,Postgraduate,Manager,Clerk,Electrical,B.Com,0.35,Low
Pooja Gupta,77,76,31,97,High,Single,Graduate,Secondary,Engineer,Clerk,Mechanical,B.Tech,0.1,Low
Karan Mehta,97,71,85,70,High,Single,Postgraduate,No formal education,Teacher,Laborer,Biotech,B.Com,0.1,Low
Suresh Bose,27,39,50,35,High,Married,Secondary,Graduate,Engineer,Teacher,ECE,B.Com,0.8,High
Pari Chopra,49,65,52,97,Medium,Married,Primary,No formal education,Farmer,Teacher,Biotech,B.Com,0.35,Low
Anika Singh,69,24,50,94,Medium,Single,No formal education,Postgraduate,Clerk,Unemployed,Mechanical,B.Com,0.35,Low
Siddharth Reddy,73,99,57,78,Medium,Single,Secondary,Postgraduate,Clerk,Unemployed,Civil,BA,0.2,Low
Meera Verma,53,76,55,88,Medium,Single,No formal education,Graduate,Teacher,Farmer,ECE,B.Tech,0.2,Low
Akash Nair,63,25,50,81,High,Married,Secondary,Postgraduate,Farmer,Laborer,Biotech,MBA,0.25,Low
Pooja Chopra,25,25,58,45,Medium,Single,Primary,Primary,Teacher,Business,IT,MBA,0.9,High
Rohan Patel,73,71,20,42,Low,Married,Secondary,No formal education,Teacher,Unemployed,Electrical,B.Com,0.8,High
Aarav Agarwal,81,44,86,31,Low,Single,No formal education,Primary,Business,Engineer,IT,BA,0.65,Medium
Pari Sharma,32,89,31,77,High,Single,Graduate,No formal education,Farmer,Engineer,ECE,BA,0.25,Low
Rakesh Kumar,100,67,24,75,Medium,Single,Postgraduate,No formal education,Laborer,Clerk,Electrical,BA,0.2,Low
Saanvi Chopra,30,84,75,93,Low,Married,No formal education,Postgraduate,Engineer,Unemployed,Electrical,B.Sc,0.3,Low
Pari Rao,96,46,40,76,Low,Married,No formal education,Postgraduate,Farmer,Laborer,ECE,MBA,0.3,Low
Reyansh Sharma,48,46,37,39,Low,Married,Postgraduate,Secondary,Teacher,Teacher,CSE,MBA,0.8,High
Sakshi Singh,53,25,26,57,Medium,Single,Graduate,Graduate,Business,Business,Civil,B.Sc,0.7000000000000001,High
Ananya Kapoor,77,52,89,30,Medium,Married,No formal education,No formal education,Laborer,Teacher,IT,M.Tech,0.55,Medium
Suresh Iyer,36,24,49,37,Medium,Married,No formal education,Graduate,Manager,Business,Biotech,B.Tech,0.9,High
Saanvi Mehta,41,34,35,100,Medium,Single,No formal education,Postgraduate,Farmer,Farmer,Biotech,M.Tech,0.55,Medium
Myra Nair,36,49,98,58,Low,Single,Primary,Secondary,Manager,Business,Electrical,M.Tech,0.45,Medium
Ira Kapoor,37,27,74,49,Low,Single,Secondary,Secondary,Farmer,Laborer,IT,B.Tech,0.8,High
Aadhya Singh,94,69,33,81,High,Single,Secondary,Secondary,Business,Unemployed,ECE,B.Tech,0.1,Low
Anjali Nair,28,38,26,57,Medium,Single,Postgraduate,No formal education,Engineer,Laborer,IT,B.Tech,0.7000000000000001,High
Ishaan Chopra,91,21,52,62,High,Married,No formal education,Postgraduate,Manager,Farmer,CSE,B.Com,0.4,Low
Sakshi Das,24,90,50,64,Medium,Married,Secondary,Secondary,Unemployed,Business,IT,BA,0.5,Medium
Sakshi Malhotra,21,95,62,94,Low,Married,Primary,Graduate,Business,Engineer,Civil,BA,0.45,Medium
Kritika Kumar,96,91,48,99,Medium,Single,Graduate,Secondary,Engineer,Teacher,CSE,B.Com,0.2,Low
Ananya Mehta,38,99,22,67,High,Married,Graduate,Graduate,Teacher,Laborer,Mechanical,B.Sc,0.25,Low
Karan Yadav,100,88,56,88,Medium,Married,Postgraduate,No formal education,Clerk,Business,CSE,B.Tech,0.2,Low
Karan Sharma,70,56,83,47,High,Married,No formal education,Graduate,Laborer,Engineer,Electrical,B.Com,0.45,Medium
Diya Mehta,94,21,37,79,Low,Married,Graduate,No formal education,Laborer,Farmer,Civil,B.Sc,0.45,Medium
Suresh Nair,89,71,75,31,Low,Married,Postgraduate,Postgraduate,Engineer,Teacher,IT,BA,0.65,Medium
Anika Menon,90,96,100,82,Medium,Single,No formal education,Graduate,Laborer,Business,ECE,BA,0.2,Low
Meera Sharma,82,57,25,50,Low,Married,Graduate,Primary,Farmer,Clerk,Biotech,B.Sc,0.6000000000000001,Medium
Pari Yadav,61,38,55,52,Low,Married,Primary,Secondary,Unemployed,Laborer,CSE,MBA,0.6000000000000001,Medium
Sakshi Singh,61,86,99,69,High,Married,No formal education,Graduate,Farmer,Teacher,Mechanical,B.Tech,0.1,Low
Pooja Reddy,63,39,21,76,High,Single,Secondary,Primary,Clerk,Farmer,Biotech,B.Tech,0.25,Low
Myra Rao,85,54,67,82,Low,Married,Postgraduate,Postgraduate,Engineer,Clerk,Biotech,B.Sc,0.3,Low
Aarav Kapoor,51,39,36,45,Low,Single,Primary,Postgraduate,Engineer,Engineer,Biotech,B.Sc,0.8,High
Sakshi Rao,33,55,29,65,Low,Married,Postgraduate,Primary,Clerk,Engineer,Biotech,M.Tech,0.65,Medium
Pooja Kapoor,79,81,95,99,Low,Married,No formal education,Primary,Farmer,Farmer,Civil,MBA,0.3,Low
Ishaan Mehta,38,49,31,57,Medium,Single,Postgraduate,No formal education,Unemployed,Unemployed,IT,M.Tech,0.7000000000000001,High
Diya Patel,92,69,39,69,Low,Married,Secondary,Graduate,Clerk,Laborer,Biotech,B.Com,0.3,Low
Ananya Verma,66,84,80,87,Medium,Married,Primary,Graduate,Engineer,Clerk,Electrical,MBA,0.2,Low
Aditya Chopra,88,38,45,93,High,Single,Secondary,Secondary,Teacher,Engineer,ECE,M.Tech,0.25,Low
Aarav Gupta,61,45,61,44,Low,Married,Postgraduate,Postgraduate,Unemployed,Teacher,Mechanical,B.Tech,0.8,High
Aadhya Singh,51,52,63,76,Low,Single,Postgraduate,Graduate,Unemployed,Teacher,Mechanical,BA,0.45,Medium
Ishaan Verma,70,80,75,78,Medium,Single,Postgraduate,Primary,Engineer,Manager,Mechanical,M.Tech,0.2,Low
Pari Yadav,84,77,30,46,Low,Married,Secondary,Primary,Clerk,Farmer,Biotech,BA,0.65,Medium
Riya Rao,91,66,97,54,Low,Married,Primary,Graduate,Farmer,Teacher,Biotech,M.Tech,0.45,Medium
Aadhya Agarwal,24,81,57,40,Medium,Married,Primary,No formal education,Unemployed,Farmer,IT,BA,0.7000000000000001,High
Kiara Iyer,30,55,56,75,Low,Married,Secondary,Secondary,Engineer,Manager,Mechanical,B.Sc,0.45,Medium
Aadhya Iyer,47,28,96,91,Low,Single,Secondary,Primary,Clerk,Clerk,Mechanical,MBA,0.45,Medium
Aditya Verma,77,41,99,85,High,Married,No formal education,No formal education,Unemployed,Unemployed,Biotech,B.Sc,0.1,Low
Ishaan Reddy,58,48,57,68,High,Married,Secondary,Postgraduate,Laborer,Business,Biotech,B.Tech,0.25,Low
Rahul Das,87,87,84,41,Medium,Married,No formal education,Primary,Business,Farmer,Electrical,MBA,0.55,Medium
Ira Agarwal,39,83,97,62,Low,Married,Graduate,Primary,Manager,Teacher,Mechanical,MBA,0.45,Medium
Pari Menon,25,46,47,45,Low,Single,Primary,Primary,Engineer,Business,Electrical,B.Tech,1.0,High
Manish Das,76,21,57,87,Low,Single,Secondary,Postgraduate,Laborer,Clerk,Electrical,BA,0.45,Medium
Anjali Singh,59,78,80,93,Medium,Single,Graduate,No formal education,Laborer,Clerk,Civil,BA,0.2,Low
Pari Das,65,71,21,30,High,Married,Graduate,Primary,Teacher,Teacher,CSE,B.Sc,0.6000000000000001,Medium
Karan Mishra,88,36,35,57,High,Married,Postgraduate,Primary,Engineer,Manager,IT,BA,0.4,Low
Manish Malhotra,37,74,53,57,High,Single,Primary,No formal education,Business,Engineer,Biotech,MBA,0.4,Low
Kiara Malhotra,75,92,41,34,Medium,Married,Graduate,No formal education,Business,Engineer,ECE,B.Tech,0.55,Medium
Arjun Malhotra,43,45,52,63,Low,Married,Postgraduate,Secondary,Farmer,Farmer,Electrical,M.Tech,0.6000000000000001,Medium
Anjali Rao,59,75,64,42,Low,Married,Primary,No formal education,Laborer,Unemployed,Biotech,B.Sc,0.65,Medium
Riya Kapoor,79,91,31,90,High,Single,Secondary,Postgraduate,Laborer,Clerk,Mechanical,M.Tech,0.1,Low
Krishna Yadav,87,32,30,82,High,Married,Postgraduate,Secondary,Business,Business,Electrical,B.Com,0.25,Low
Kiara Chopra,41,29,99,61,Medium,Single,No formal education,Primary,Clerk,Laborer,Biotech,BA,0.5,Medium
Rahul Kapoor,63,93,83,52,Medium,Married,Graduate,Graduate,Manager,Manager,Civil,B.Com,0.35,Low
Ira Mehta,92,46,66,84,Low,Single,Secondary,No formal education,Engineer,Manager,Electrical,B.Tech,0.3,Low
Swati Menon,94,64,48,33,High,Married,Primary,Graduate,Teacher,Manager,ECE,B.Sc,0.45,Medium
Pooja Rao,97,97,21,92,Medium,Single,Secondary,No formal education,Farmer,Unemployed,CSE,B.Tech,0.2,Low
Pari Rao,48,98,33,72,Medium,Single,Secondary,Secondary,Clerk,Teacher,Civil,B.Com,0.35,Low
Rahul Bose,83,99,40,39,Medium,Single,No formal education,No formal education,Farmer,Laborer,IT,BA,0.55,Medium
Kiara Gupta,52,78,97,32,Medium,Single,Secondary,Graduate,Unemployed,Clerk,Civil,BA,0.55,Medium
Riya Kumar,98,93,68,89,High,Single,Graduate,Graduate,Unemployed,Teacher,Electrical,M.Tech,0.1,Low
Sai Mishra,70,35,25,53,Low,Married,Primary,Graduate,Clerk,Engineer,Biotech,B.Sc,0.6000000000000001,Medium
Riya Mishra,27,66,85,79,High,Married,Primary,Secondary,Manager,Business,CSE,M.Tech,0.25,Low
Akash Reddy,66,66,76,55,Low,Married,Graduate,No formal education,Farmer,Farmer,Biotech,B.Com,0.45,Medium
Akash Das,59,99,32,89,High,Married,Primary,Primary,Unemployed,Laborer,IT,MBA,0.1,Low
Akash Yadav,74,85,63,82,High,Married,No formal education,No formal education,Manager,Business,ECE,B.Com,0.1,Low
Ira Chopra,84,68,81,67,Low,Single,Graduate,Secondary,Manager,Engineer,CSE,B.Sc,0.3,Low
Diya Mishra,68,45,39,92,Medium,Married,Graduate,Secondary,Engineer,Laborer,Biotech,B.Com,0.35,Low
Aditya Malhotra,86,76,69,79,High,Married,Postgraduate,Secondary,Farmer,Manager,Mechanical,B.Com,0.1,Low
Sai Reddy,100,50,55,86,Medium,Married,No formal education,Primary,Unemployed,Engineer,IT,B.Com,0.2,Low
Karan Singh,50,76,83,51,High,Single,Postgraduate,Secondary,Business,Laborer,ECE,M.Tech,0.25,Low
Krishna Menon,99,53,62,33,Low,Married,Secondary,Secondary,Manager,Unemployed,Electrical,B.Tech,0.65,Medium
Kritika Mehta,67,49,88,57,Low,Married,Graduate,Postgraduate,Teacher,Clerk,Biotech,MBA,0.45,Medium
Prisha Malhotra,35,51,72,78,Medium,Single,Secondary,No formal education,Clerk,Manager,Civil,B.Sc,0.35,Low
Amit Nair,27,55,31,75,Low,Married,Primary,Primary,Unemployed,Engineer,Mechanical,B.Tech,0.65,Medium
Aarav Iyer,25,38,72,76,High,Single,Postgraduate,Graduate,Clerk,Laborer,ECE,B.Com,0.25,Low
Anika Bose,70,79,55,84,Medium,Married,Graduate,No formal education,Clerk,Clerk,IT,B.Sc,0.2,Low
Krishna Patel,82,45,93,90,Medium,Single,Secondary,Postgraduate,Unemployed,Teacher,Biotech,MBA,0.2,Low
Anika Verma,56,28,26,41,Low,Single,Graduate,Graduate,Manager,Unemployed,IT,MBA,1.0,High
Vikas Iyer,34,96,61,44,Medium,Married,Postgraduate,Secondary,Manager,Manager,Electrical,M.Tech,0.55,Medium
Saanvi Rao,80,45,86,55,Low,Single,Graduate,No formal education,Engineer,Engineer,ECE,B.Com,0.45,Medium
Akash Iyer,77,67,54,90,High,Single,Secondary,No formal education,Teacher,Business,Civil,B.Tech,0.1,Low
Reyansh Mehta,43,79,23,81,High,Married,Secondary,Graduate,Unemployed,Manager,Civil,B.Tech,0.25,Low
Vikas Rao,89,35,40,53,Low,Married,No formal education,Primary,Teacher,Farmer,ECE,BA,0.6000000000000001,Medium
Saanvi Malhotra,79,52,66,96,Medium,Single,Primary,Primary,Laborer,Manager,Electrical,BA,0.2,Low
Vivaan Nair,21,62,84,31,Medium,Single,No formal education,Graduate,Farmer,Business,CSE,BA,0.7000000000000001,High
Siddharth Yadav,54,25,83,34,Medium,Single,Postgraduate,Secondary,Engineer,Manager,Electrical,B.Sc,0.7000000000000001,High
Siddharth Reddy,21,49,52,96,Medium,Married,Primary,Graduate,Engineer,Business,Biotech,M.Tech,0.35,Low
Pari Mishra,20,57,53,46,Medium,Single,Postgraduate,No formal education,Clerk,Unemployed,CSE,BA,0.7000000000000001,High
Ira Singh,90,84,51,79,Medium,Single,No formal education,Graduate,Business,Manager,Biotech,MBA,0.2,Low
Varun Das,84,54,53,64,Low,Married,Postgraduate,Primary,Clerk,Unemployed,ECE,M.Tech,0.45,Medium
Ananya Bose,24,79,100,77,Medium,Single,Secondary,Primary,Unemployed,Laborer,CSE,M.Tech,0.2,Low
Aadhya Yadav,66,40,46,34,Low,Married,Graduate,Primary,Unemployed,Clerk,Electrical,B.Sc,0.8,High
Kiara Malhotra,51,65,71,75,Medium,Single,Primary,No formal education,Farmer,Manager,IT,B.Com,0.2,Low
Rahul Das,55,27,43,89,Low,Single,No formal education,No formal education,Business,Teacher,ECE,B.Tech,0.45,Medium
Karan Reddy,91,61,20,32,Medium,Single,Primary,No formal education,Unemployed,Teacher,IT,M.Tech,0.7000000000000001,High
Karan Agarwal,69,86,36,37,Medium,Single,No formal education,Postgraduate,Unemployed,Clerk,Mechanical,B.Com,0.55,Medium
Rohan Gupta,87,56,77,57,High,Married,Graduate,Graduate,Clerk,Manager,Electrical,MBA,0.25,Low
Aadhya Verma,39,54,62,71,Low,Single,Secondary,No formal education,Manager,Teacher,ECE,M.Tech,0.45,Medium
Swati Chopra,44,85,37,85,Medium,Single,Postgraduate,Secondary,Business,Farmer,ECE,B.Com,0.35,Low
Pooja Menon,66,79,73,97,High,Single,Secondary,Secondary,Clerk,Unemployed,CSE,MBA,0.1,Low
Aditya Kapoor,35,93,74,72,Medium,Married,Postgraduate,Graduate,Farmer,Laborer,Biotech,B.Com,0.2,Low
Anjali Das,21,57,85,100,Medium,Single,Secondary,No formal education,Engineer,Teacher,Mechanical,BA,0.35,Low
Suresh Das,57,25,50,72,Low,Married,Graduate,Postgraduate,Business,Business,IT,B.Com,0.45,Medium
Varun Das,96,46,67,72,High,Single,No formal education,Postgraduate,Teacher,Teacher,Civil,BA,0.1,Low
Sai Mehta,62,58,77,87,High,Married,Graduate,Secondary,Teacher,Business,Mechanical,B.Com,0.1,Low
Saanvi Bose,35,36,47,95,Medium,Single,Secondary,Postgraduate,Manager,Clerk,Electrical,BA,0.55,Medium
Shreya Kumar,98,24,22,93,Low,Married,Secondary,Secondary,Engineer,Engineer,Electrical,M.Tech,0.45,Medium
Myra Chopra,73,79,53,43,Medium,Married,Primary,Primary,Laborer,Business,Biotech,BA,0.55,Medium
Anika Reddy,35,39,62,76,High,Single,Secondary,No formal education,Manager,Teacher,Civil,BA,0.25,Low
Kiara Menon,53,99,22,78,Medium,Single,Primary,Primary,Teacher,Manager,Biotech,BA,0.35,Low
Pooja Bose,70,66,45,38,Medium,Married,No formal education,Primary,Farmer,Engineer,Civil,M.Tech,0.55,Medium
Manish Bose,26,27,63,66,Medium,Married,Postgraduate,Primary,Business,Engineer,Mechanical,MBA,0.55,Medium
Aadhya Mishra,63,66,75,53,Low,Married,Postgraduate,Primary,Business,Clerk,IT,M.Tech,0.45,Medium
Meera Gupta,81,73,73,95,Low,Married,No formal education,Secondary,Unemployed,Farmer,Electrical,BA,0.3,Low
Varun Mehta,26,57,45,40,Medium,Single,Secondary,Secondary,Business,Manager,IT,B.Sc,0.7000000000000001,High
Priya Reddy,31,100,94,88,High,Single,Primary,Graduate,Unemployed,Laborer,IT,MBA,0.1,Low
Prisha Malhotra,51,28,73,34,High,Married,No formal education,No formal education,Business,Unemployed,Mechanical,MBA,0.6000000000000001,Medium
Myra Rao,45,96,30,41,Low,Married,Primary,Primary,Teacher,Unemployed,Civil,B.Com,0.8,High
Aadhya Kapoor,26,24,98,54,High,Single,Primary,Postgraduate,Clerk,Laborer,Civil,MBA,0.4,Low
Ananya Malhotra,25,43,20,60,High,Married,Postgraduate,Primary,Clerk,Farmer,Electrical,B.Com,0.6000000000000001,Medium
Vihaan Mishra,56,77,86,42,Medium,Married,Graduate,Graduate,Engineer,Clerk,IT,B.Sc,0.55,Medium
Myra Patel,21,89,49,68,High,Single,Primary,Secondary,Laborer,Teacher,Civil,B.Com,0.25,Low
Sai Menon,81,55,39,82,Medium,Married,No formal education,Secondary,Clerk,Manager,IT,M.Tech,0.35,Low
Kritika Das,41,83,96,85,Medium,Single,Graduate,Postgraduate,Farmer,Business,Biotech,M.Tech,0.2,Low
Suresh Singh,90,80,76,68,Medium,Single,Secondary,Graduate,Farmer,Manager,Mechanical,B.Com,0.2,Low
Anika Nair,69,98,47,72,Low,Single,Secondary,Secondary,Laborer,Laborer,Mechanical,M.Tech,0.3,Low
Sakshi Das,38,45,98,65,Low,Single,Graduate,Postgraduate,Laborer,Unemployed,Mechanical,MBA,0.3,Low
Sakshi Nair,69,69,73,96,Low,Single,Postgraduate,Primary,Teacher,Teacher,ECE,M.Tech,0.3,Low
Pari Gupta,100,37,54,79,High,Married,Primary,Primary,Clerk,Unemployed,Civil,B.Sc,0.1,Low
Aarav Nair,49,82,91,64,Low,Married,No formal education,Primary,Manager,Laborer,Mechanical,M.Tech,0.45,Medium
Arjun Agarwal,86,61,83,94,Low,Single,Secondary,Secondary,Laborer,Business,Biotech,B.Com,0.3,Low
Sai Reddy,77,71,67,88,High,Married,Postgraduate,No formal education,Business,Unemployed,Mechanical,B.Tech,0.1,Low
Akash Malhotra,36,70,81,84,Medium,Married,Postgraduate,Secondary,Laborer,Clerk,ECE,B.Sc,0.2,Low
Anika Singh,79,24,67,82,Low,Married,Graduate,Secondary,Engineer,Clerk,IT,B.Com,0.45,Medium
Krishna Agarwal,42,25,27,67,Low,Single,Postgraduate,Graduate,Engineer,Manager,Civil,M.Tech,0.65,Medium
Rohan Menon,32,67,37,36,Low,Married,No formal education,Postgraduate,Business,Farmer,Biotech,M.Tech,0.8,High
Swati Rao,22,63,72,77,High,Single,Primary,Primary,Business,Business,CSE,MBA,0.25,Low
Sai Mishra,31,100,53,54,Low,Single,Postgraduate,Postgraduate,Laborer,Manager,Civil,M.Tech,0.45,Medium
Amit Verma,46,43,82,36,Medium,Single,Primary,Primary,Unemployed,Farmer,Civil,B.Tech,0.7000000000000001,High
Krishna Kapoor,84,98,29,92,Low,Single,Secondary,Primary,Farmer,Teacher,Electrical,B.Com,0.3,Low
Myra Bose,64,78,57,82,Medium,Single,Secondary,Primary,Unemployed,Manager,Biotech,B.Sc,0.2,Low
Shreya Nair,64,98,99,84,Low,Single,Secondary,Primary,Clerk,Business,CSE,B.Com,0.3,Low
Saanvi Sharma,20,100,81,91,High,Married,No formal education,Primary,Laborer,Unemployed,CSE,B.Tech,0.1,Low
Siddharth Singh,96,39,37,43,Medium,Married,Secondary,Secondary,Manager,Clerk,CSE,B.Com,0.7000000000000001,High
Arjun Bose,77,50,39,35,Medium,Single,No formal education,Postgraduate,Manager,Teacher,Mechanical,B.Sc,0.7000000000000001,High
Arjun Bose,31,42,72,84,Medium,Married,Graduate,No formal education,Clerk,Teacher,ECE,BA,0.35,Low
Meera Bose,31,72,65,73,High,Single,Graduate,Primary,Manager,Engineer,Mechanical,B.Com,0.25,Low
Kiara Malhotra,63,39,73,88,Low,Single,Primary,Graduate,Unemployed,Manager,ECE,BA,0.45,Medium
Riya Kapoor,60,34,20,30,Medium,Married,Postgraduate,Graduate,Laborer,Unemployed,Electrical,B.Tech,0.9,High
Krishna Reddy,60,79,29,39,Low,Single,Postgraduate,No formal education,Manager,Laborer,IT,M.Tech,0.8,High
Neha Chopra,96,45,43,60,Medium,Single,Postgraduate,Primary,Unemployed,Clerk,Biotech,B.Com,0.35,Low
Ananya Menon,54,87,56,70,Low,Married,Secondary,Graduate,Manager,Unemployed,Electrical,B.Com,0.3,Low
Sai Chopra,44,38,33,97,Low,Single,Primary,Secondary,Laborer,Teacher,Biotech,B.Com,0.65,Medium
Ishaan Gupta,72,87,62,72,High,Single,Postgraduate,No formal education,Unemployed,Teacher,Mechanical,B.Tech,0.1,Low
Suresh Chopra,28,61,59,99,High,Single,Secondary,No formal education,Clerk,Unemployed,ECE,B.Com,0.25,Low
Vivaan Chopra,70,66,51,58,Medium,Single,Primary,No formal education,Manager,Business,Biotech,B.Com,0.35,Low
Siddharth Patel,58,44,79,36,Low,Married,No formal education,Graduate,Clerk,Engineer,Civil,BA,0.65,Medium
Ananya Mehta,24,38,32,89,Low,Married,Graduate,No formal education,Teacher,Farmer,Mechanical,M.Tech,0.65,Medium
Sakshi Kapoor,99,41,90,58,Low,Married,No formal education,Graduate,Laborer,Business,Electrical,B.Tech,0.45,Medium
Kritika Bose,78,68,97,86,Medium,Single,Secondary,Postgraduate,Manager,Farmer,Biotech,B.Sc,0.2,Low
Aadhya Nair,92,50,23,38,Low,Married,Secondary,Postgraduate,Laborer,Farmer,Electrical,MBA,0.8,High
Vivaan Agarwal,44,51,29,92,High,Single,Graduate,Secondary,Unemployed,Manager,Electrical,MBA,0.25,Low
Krishna Verma,52,58,25,79,Medium,Married,Secondary,Primary,Clerk,Business,IT,B.Com,0.35,Low
Ira Iyer,79,22,83,78,Medium,Single,Postgraduate,Secondary,Teacher,Laborer,IT,B.Tech,0.2,Low
